program_id,county,site_address,foodborne_illness_violations,good_retail_practices_violations,total_violations,inspScore
Taqueria Jalisco Mexican Grill,Arapahoe,18581 E Hampden Ave Unit 132,2,0,2,54
Taqueria La Torteria,Adams,9165 Lowell Blvd,4,6,10,46
Taqueria Las Palmas 2,Adams,4955 W 72nd Ave Unit A,3,5,8,48
Taqueria Los Gallitos,Adams,7101 Pecos St,2,6,8,48
Taqueria Los Gallitos,Adams,7255 E 72nd Ave,5,7,12,44
Taqueria Los Gordos,Arapahoe,1034 S Sable Blvd,5,6,11,45
Taqueria Spicy Tacos,Adams,965 Platte River Blvd,8,7,15,41
Taqueria Y Carniceria Mi Lindo Michoacan,Adams,2001 Coronado Pkwy N,5,2,7,49
Tara Marts Inc,Adams,14081 E Colfax Ave,3,5,8,48
Target 1976,Arapahoe,7400 S Gartrell Rd,1,0,1,55
Target 2458,Arapahoe,15700 E Briarwood Cir,3,1,4,52
Target Store T 0256,Arapahoe,16910 E Quincy Ave,2,2,4,52
Target Store T 147,Arapahoe,6767 S Clinton St,2,3,5,51
Target Store T 2219,Douglas,11150 S Twenty Mile Rd,1,4,5,51
Target Store T 2261,Arapahoe,3650 River Point Pkwy,0,2,2,54
Target Store T 271,Douglas,1950 E County Line Rd,2,2,4,52
Target Store T2183 and Starbucks and Pizza Hut,Adams,2171 Prairie Center Pkwy,0,2,2,54
Target Store T2197,Adams,14451 Orchard Pkwy,3,4,7,49
Target Store T2716,Douglas,1265 Sgt Jon Stiles Dr,1,3,4,52
Target T 1326,Douglas,5010 Founders Pkwy,3,4,7,49
Target T 1806,Arapahoe,4301 E Virginia Ave,3,2,5,51
Taste of Philly,Adams,823 Thornton Pkwy,3,7,10,46
Taste of Philly,Arapahoe,18121 E Hampden Ave Unit B,2,3,5,51
Taste of Philly,Douglas,18901 E Mainstreet,4,6,10,46
Taste of Philly,Douglas,2660 E County Line Rd Unit B,7,2,9,47
Tasty Donuts,Adams,6441 E 72nd Pl,0,0,0,56
Tasty Garden,Adams,420 E 120th Ave Unit B5,4,6,10,46
Tasty House,Douglas,804 N Ridge Rd Ste B,9,11,20,36
Tatas Burritos 2,Arapahoe,5677 S Himalaya Way,1,8,9,47
Tavern Littleton,Arapahoe,2589 W Main St,2,5,7,49
Tavern Tech Center,Arapahoe,5336 DTC Blvd,4,2,6,50
Tay Do Asian Grocery,Adams,7404 Irving St,0,6,6,50
Taz Indian Restaurant,Arapahoe,10731 E Alameda Ave,5,9,14,42
Tazikis Mediterranean Cafe,Adams,100 E 120th Ave Unit C110,5,3,8,48
Tea Street,Arapahoe,4090 E Mississippi Ave,1,0,1,55
Tea4U,Arapahoe,3602 River Point Pkwy Unit C,1,2,3,53
Teds Montana Grill,Adams,11970 Bradburn Blvd,4,11,15,41
Teds Montana Grill,Adams,16495 E 40th Cir,2,5,7,49
Teds Montana Grill,Arapahoe,5370 Greenwood Plaza Blvd Unit 10,6,4,10,46
Teds Montana Grill,Arapahoe,7301 S Santa Fe Dr,5,9,14,42
Teds Montana Grill 47,Arapahoe,6105 S Main St,7,4,11,45
Teds Phily Chease Steak,Adams,7215 E 72nd Ave Unit A,3,0,3,53
Tedz Place,Adams,5271 E 52nd Ave,4,1,5,51
Tejal India Grocery,Adams,10351 Grant St Unit 6,0,3,3,53
Ten Second LLC,Arapahoe,2000 S Havana St,4,2,6,50
Tennyson Knolls Elementary,Adams,6330 Tennyson St,0,1,1,55
Tequilas Family Mexican Restaurant,Adams,12020 Pennsylvania St,6,3,9,47
Teriyaki Madness,Arapahoe,8547 E Arapahoe Rd Unit F,4,2,6,50
Texas Roadhouse,Adams,231 W 104th Ave,1,6,7,49
Texas Roadhouse,Adams,3738 Eagle Blvd,2,2,4,52
Texas Roadhouse,Arapahoe,14200 E Iliff Ave,1,5,6,50
Texas Roadhouse,Arapahoe,3696 Natches Ct,4,4,8,48
Texas Roadhouse,Douglas,11205 S Parker Rd,3,7,10,46
Thai Basil,Adams,1281 E 120th Ave Unit F,5,7,12,44
Thai Bite of Fusion,Arapahoe,1155 S Tower Rd # C,2,1,3,53
Thai Flavor,Arapahoe,1014 S Peoria St,6,9,15,41
Thai Garden,Arapahoe,16911 E Quincy Ave Unit A7,7,5,12,44
Thai Noodle and Cigarette,Adams,7141 Irving St Unit A-1,1,3,4,52
Thai Panda,Arapahoe,5616 S Gibraltar Way Unit D,2,2,4,52
Thai and Chinese Express,Arapahoe,3531 S Logan St Unit M,5,2,7,49
Thank Sool,Arapahoe,2222 S Havana St Unit E,2,0,2,54
That Personal Touch Catering,Arapahoe,6553 S Revere Pkwy,4,2,6,50
Thimmig Elementary,Adams,11453 Oswego St,2,0,2,54
Thirsty 30,Arapahoe,5428 S Parker Rd Unit 9,3,1,4,52
Thirstys Sports Pub,Adams,1294 E 104th Ave,2,3,5,51
Thorncreek Golf Course,Adams,13555 Washington St,3,0,3,53
Thornton Area Multi Purpose Senior Center,Adams,9471 Dorothy Blvd,4,2,6,50
Thornton Elementary,Adams,991 Eppinger Blvd,0,0,0,56
Thornton High School,Adams,9351 Washington St,2,4,6,50
Thornton Middle School,Adams,9451 Hoffman Way,1,0,1,55
Thornton Wingstop,Adams,3732 E 120th Ave,2,6,8,48
Thousands of Woks Chinese Restaurant,Adams,3041 W 92nd Ave,5,5,10,46
Three Little Griddles,Arapahoe,6040 S Gun Club Rd F2,5,3,8,48
Three Little Griddles DTC,Arapahoe,10111 Inverness Main St Ste B,7,6,13,43
Thunder Ridge High School,Douglas,1991 Wildcat Reserve Pkwy,0,2,2,54
Thunder Ridge Middle School,Arapahoe,5250 S Piccadilly Rd,0,2,2,54
Tia Maria Mexican Restaurant,Adams,7260 Pecos St,1,6,7,49
Timber Trail Elementary,Douglas,690 W Castle Pines Pkwy,0,4,4,52
Timberline Elementary,Arapahoe,5500 S Killarney St,0,1,1,55
Timberline Tavern,Douglas,3237 Summer Wind Ln,3,3,6,50
Time for Change,Adams,8031 I-76 Service Rd,0,0,0,56
Tin Cup,Arapahoe,50 S Peoria St,6,4,10,46
Tin Cup at Meadowhills,Arapahoe,3609 S Dawson St,2,1,3,53
Tocabe,Arapahoe,8181 E Arapahoe Rd Unit C,1,2,3,53
Today Express,Adams,9191 N Washington St,9,8,17,39
Tokayo Sushi and Ramen,Arapahoe,3712 S Broadway,8,4,12,44
Tokyo Joes,Adams,1005 W 120th Ave Ste 300,1,8,9,47
Tokyo Joes,Arapahoe,1000 S Colorado Blvd,1,0,1,55
Tokyo Joes,Arapahoe,13950 E Mississippi Ave Unit A,0,4,4,52
Tokyo Joes,Arapahoe,2320 S Parker Rd,1,4,5,51
Tokyo Joes,Arapahoe,23955 E Plaza Ave Ste 107,5,3,8,48
Tokyo Joes,Arapahoe,4950 S Yosemite St Unit F3,1,2,3,53
Tokyo Joes,Arapahoe,6380 S Fiddlers Green Cir Unit 108B,1,2,3,53
Tokyo Joes,Arapahoe,6775 S Cornerstar Way Unit A,4,5,9,47
Tokyo Joes,Arapahoe,6879 S Vine St Ste B7,3,2,5,51
Tokyo Joes,Arapahoe,8225 S Chester St Unit 106,3,5,8,48
Tokyo Joes,Arapahoe,8727 E Dry Creek Rd Unit F,3,4,7,49
Tokyo Joes,Arapahoe,901 W Hampden Ave Unit 104,5,3,8,48
Tokyo Joes,Douglas,19240 E Lincoln Ave Ste E,1,4,5,51
Tokyo Joes,Douglas,6642 Timberline Rd Unit 101,2,3,5,51
Tokyo Joes,Douglas,820 New Memphis Ct,6,7,13,43
Tokyo Joes,Douglas,9131 S Broadway,2,6,8,48
Tokyo Teriyaki,Adams,11455 Washington St Unit A,5,0,5,51
Toleys on the Creek,Arapahoe,16728 E Smoky Hill Rd Unit C,8,8,16,40
Tollgate Elementary,Arapahoe,701 S Kalispell Way,0,0,0,56
Tonys Meats,Arapahoe,4991 E Dry Creek Rd,4,6,10,46
Tonys Meats,Douglas,874 W Happy Canyon Rd,1,6,7,49
Tonys Meats Commissary and Catering,Arapahoe,12001 E Caley Ave Unit A,1,5,6,50
Top Pho,Arapahoe,11697 E Colfax Ave,10,9,19,37
Top of the Hills,Adams,1680 W 100th Ave,0,3,3,53
Topgolf,Arapahoe,10601 E Easter Ave,3,3,6,50
Topgolf Thornton,Adams,16011 Grant St,4,2,6,50
Torchys Tacos,Arapahoe,8505 E Arapahoe Rd,1,2,3,53
Torchys Tacos,Douglas,1515 Park Central Dr Ste 100,3,1,4,52
Tortas y Tacos El Chino,Arapahoe,796 Peoria St,4,10,14,42
Tortilleria La Amapola,Arapahoe,15376 E Alameda Pkwy,3,2,5,51
Tortilleria Las Dos Americas,Adams,6065 Quebec St,9,8,17,39
Tortisimas,Arapahoe,15021 E Mississippi Ave,4,4,8,48
Toss Asian Cafe,Douglas,909 Park St,8,13,21,35
Total Long Term Health Care,Adams,445 E 124th Ave,1,3,4,52
Town of Parker Field House Concession,Douglas,18700 E Plaza Dr,1,0,1,55
Trader Joes,Arapahoe,5910 S University Blvd Unit E-1,2,1,3,53
Trailblazer Elementary,Douglas,9760 S Hackberry St,0,2,2,54
Trails West Elementary,Arapahoe,5400 S Waco St,0,1,1,55
Trailside Academy,Adams,2300 W 68th Ave,0,0,0,56
Trailside Saloon,Adams,10360 Colorado Blvd,1,0,1,55
Trappers Chophouse,Douglas,19308 Cottonwood Dr,3,3,6,50
Trattoria Dionisia,Douglas,10403 S Parker Rd,3,3,6,50
Treat America,Adams,995 W 122nd Ave,2,3,5,51
Tres Margaritas Family Mexican Restaurant,Arapahoe,501 E County Line Rd,5,5,10,46
Trestles Coastal Cuisine,Douglas,880 W Happy Canyon Rd Ste 150,2,4,6,50
Trompeau Bakery,Arapahoe,2950 S Broadway Unit D,4,2,6,50
Tropical Smoothie Cafe,Arapahoe,9615 E County Line Rd Unit D,1,4,5,51
Tru by Hilton,Douglas,9741 Park Meadows Dr,2,0,2,54
Tsai Shen Garden,Arapahoe,15200 E 6th Ave Unit 2,9,12,21,35
Turn II Bingo,Adams,7139 Pecos St,2,1,3,53
Turn of the Century Bingo,Arapahoe,1921 S Havana St,3,4,7,49
Turnberry Elementary,Adams,13069 E 106th Pl,1,1,2,54
Twin Dragon Restaurant,Arapahoe,3021 S Broadway,6,6,12,44
Twin Peaks,Arapahoe,8840 E Arapahoe Rd,5,3,8,48
Twisters,Arapahoe,1750 S Buckley Rd,4,6,10,46
Twisters,Douglas,10555 S Parker Rd,1,7,8,48
Two Sticks Cafe,Adams,5036 W 92nd Ave Unit A,4,5,9,47
Tyco Integrated Security,Arapahoe,14200 E Exposition Ave,3,0,3,53
Tzatzikis Restaurant,Arapahoe,5919 S University Blvd,5,6,11,45
U Save Mart,Adams,6590 Monaco St,2,3,5,51
UC Health Highlands Ranch Hospital,Douglas,1500 Park Central Dr,1,0,1,55
USA Food and Gas,Adams,1720 E 112th Ave,3,2,5,51
Udom Thai,Arapahoe,7412 S University Blvd,6,1,7,49
Ugly Dog Sports Cafe,Adams,1345 Cortez St,5,6,11,45
Uncle Maddios Pizza Joint,Arapahoe,10601 E Garden Dr Unit 105,2,7,9,47
Uncle Zhou Restaurant,Arapahoe,12203 E Iliff Ave Unit D,3,2,5,51
Uncorked Kitchen,Arapahoe,8171 S Chester St,3,2,5,51
Undici Ristorante,Arapahoe,1200 E Hampden Ave,2,1,3,53
Union American Bistro,Douglas,3 Wilcox St,4,7,11,45
Union Building School,Adams,3455 W 72nd Ave,1,0,1,55
United Chinese Restaurant 2,Adams,4150 E 128th Ave,7,9,16,40
Urban Burma,Arapahoe,10180 E Colfax Ave Unit 190,5,0,5,51
Urban Eatery Daylight Donuts,Adams,14352 Lincoln St,5,6,11,45
Urban Plaza Cafe,Arapahoe,1074 S Ironton St Unit C,3,2,5,51
VFW Currie Toles Post 4444,Adams,7100 Fairfax Dr,3,2,5,51
VFW Post 7945,Adams,10217 Quivas St,4,5,9,47
VFW Post 9644,Arapahoe,2680 W Hampden Ave,3,2,5,51
VY Sushi and Asian Fine Dining,Douglas,9964 S Twenty Mile Rd,8,6,14,42
Valley Country Club,Arapahoe,14601 Country Club Dr,6,1,7,49
Vanguard Classical School,Arapahoe,17101 E Ohio Dr,1,0,1,55
Varsity Inn The,Arapahoe,7500 S University Blvd Unit 116,0,2,2,54
Vassar Elementary,Arapahoe,18101 E Vassar Pl,0,2,2,54
Vaughn Elementary,Arapahoe,1155 Vaughn St,0,2,2,54
Venice Restaurant,Arapahoe,5946 S Holly St,10,7,17,39
Venue The,Adams,1451 Cortez St Ste F,3,2,5,51
Venus Event Center,Adams,7150 Ivy St,3,1,4,52
Versatile,Adams,6496 Highway 2,3,8,11,45
Via Baci,Douglas,10005 Commons St Ste 200,0,6,6,50
Vibe Foods,Douglas,9500 Heritage Hills Cir Unit 100,1,0,1,55
Vibra Hospital of Denver,Adams,8451 Pearl St,3,6,9,47
Victorias Market,Adams,1650 Tower Rd,5,6,11,45
Victory Prep Academy,Adams,5701 Quebec St,3,0,3,53
Viet Pho LLC,Douglas,9231 E Lincoln Ave Ste 400,7,8,15,41
Vietnamese Cafe,Adams,3744 E 104th Ave,5,9,14,42
View House,Arapahoe,2680 W Main St,3,2,5,51
ViewHouse 20,Arapahoe,7101 S Clinton St,5,9,14,42
Vikan Middle School,Adams,879 Jessup St,2,1,3,53
Villa Italian Kitchen,Douglas,8401 Park Meadows Center Dr Unit 3052,5,6,11,45
Villa Pizza,Douglas,5050 Factory Shops Blvd Unit 5,4,5,9,47
Village Cafe,Arapahoe,5600 S Quebec St Unit 120A,2,0,2,54
Village East Elementary,Arapahoe,1433 S Oakland St,0,2,2,54
Village Inn 025,Adams,8370 Sherman St,2,4,6,50
Village Inn 110078,Adams,15395 E Colfax Ave,4,10,14,42
Village Inn 110147,Arapahoe,15200 E Iliff Ave,3,5,8,48
Village Inn 159,Douglas,19502 E Parker Square Dr,1,6,7,49
Village Inn 578,Adams,395 W 120th Ave,8,6,14,42
Village Inn 591,Douglas,23 Centennial Blvd,1,3,4,52
Village Inn 774,Arapahoe,6370 S Parker Rd,7,8,15,41
Village Inn 777,Arapahoe,18601 E Hampden Ave,3,3,6,50
Village Inn 859,Arapahoe,24102 E Prospect Ave,7,4,11,45
Village Inn 865,Adams,16775 Washington St,1,3,4,52
Village Inn Restaurant,Adams,710 Platte River Blvd,6,6,12,44
Village Pub,Adams,9150 Huron St,3,7,10,46
Vines Wine Bar and Bistro,Douglas,19501 Mainstreet,3,7,10,46
Virginia Court Elementary,Arapahoe,395 S Troy St,1,0,1,55
Virriaria La Guera Michoacana,Adams,7272 Locust St,2,2,4,52
Visa DPS,Douglas,8910 Ridgeline Blvd,1,1,2,54
Vista Peak 9 thru 12/ Serving Kitchen,Arapahoe,24500 E 6th Ave,2,2,4,52
Vista Peak P-8 Exploratory,Arapahoe,24551 E 1st Pl,1,0,1,55
Vista Vino Modern Grill,Douglas,611 Wilcox St Unit A,2,0,2,54
Vitality Bowls,Douglas,830 New Memphis Ct Unit B-100,1,8,9,47
Vitamin Cottage Natural Grocers,Arapahoe,6774 S University Blvd Ste A,1,1,2,54
Viva Burrito Company,Adams,7550 Pecos St,5,6,11,45
Vivi Pho,Arapahoe,780 S Colorado Blvd Unit B,6,3,9,47
Vivi Pho Arapahoe,Arapahoe,11001 E Arapahoe Pl Unit B-7,5,0,5,51
Volcano Asian Cuisine,Arapahoe,9632 E Arapahoe Rd Unit 26,9,10,19,37
Volcano Tea House,Arapahoe,2781 S Parker Rd,7,1,8,48
Vons Chicken,Arapahoe,12101 E Iliff Ave Ste K,2,2,4,52
Voulas Kitchen,Arapahoe,15151 E Alameda Pkwy,4,1,5,51
WC Dining Services,Adams,3645 W 112th Ave,4,8,12,44
Waddell Ballfields,Adams,2940 Cottonwood Dr,0,1,1,55
Wafels and Dinges,Arapahoe,8401 S Park Meadows Center Dr Unit 5576,3,1,4,52
Waffle House 1107,Arapahoe,201 E County Line Rd,2,4,6,50
Waffle House 1516,Douglas,19312 E Plaza Dr,4,6,10,46
Waffle House 1566,Arapahoe,12880 E Mississippi Ave,3,3,6,50
Waffle House 1598,Douglas,222 Wolfensberger Rd,2,5,7,49
Waffle House 606,Adams,8401 Pearl St,4,4,8,48
Wagon Wheel Skating Rink,Adams,14501 Brighton Rd,1,8,9,47
Wahoos Fish Taco,Arapahoe,9617 E County Line Rd Unit A,5,7,12,44
Wahoos Fish Taco,Douglas,870 Cpl Max Donahue Ln,3,5,8,48
WalMart,Arapahoe,15240 E Iliff Ave,3,1,4,52
WalMart 4567,Adams,7101 E 128th Ave,3,3,6,50
WalMart Neighborhood Market 4747,Adams,10755 N Washington St,3,2,5,51
Walgreens #03091,Arapahoe,8151 S Quebec St,0,0,0,56
Walgreens #03298,Arapahoe,3080 S Broadway,0,1,1,55
Walgreens #07432,Arapahoe,2697 W Belleview Ave,0,0,0,56
Walgreens #07451,Arapahoe,16440 E Arapahoe Rd,0,0,0,56
Walgreens #10175,Arapahoe,12011 E Iliff Ave,0,0,0,56
Walgreens #10455,Arapahoe,2281 E Arapahoe,1,1,2,54
Walgreens #10704,Arapahoe,8959 E Dry Creek Rd,1,4,5,51
Walgreens #12423,Arapahoe,123 E Belleview Ave,1,1,2,54
Walgreens #17807,Arapahoe,100 E Mineral Ave,0,0,0,56
Walgreens 02641,Douglas,4175 E Wildcat Reserve Pkwy,0,1,1,55
Walgreens 03207,Adams,4001 E 120th Ave,0,1,1,55
Walgreens 03489,Douglas,9390 S University Blvd,0,2,2,54
Walgreens 04025,Adams,5190 W 120th Ave,0,0,0,56
Walgreens 04470,Arapahoe,20051 E Smoky Hill Rd,0,0,0,56
Walgreens 04667,Adams,1601 W 84th Ave,0,2,2,54
Walgreens 04894,Adams,8799 Washington St,1,3,4,52
Walgreens 04952,Douglas,9141 S Broadway,1,3,4,52
Walgreens 05261,Douglas,19028 Lincoln Ave,1,1,2,54
Walgreens 05538,Douglas,6650 Timberline Rd,0,2,2,54
Walgreens 05644,Adams,750 E 120th Ave,0,0,0,56
Walgreens 05837,Adams,4351 E 104th Ave,0,2,2,54
Walgreens 06213,Adams,10390 Federal Blvd,0,2,2,54
Walgreens 06344,Adams,1821 E Bridge St Ste A,0,0,0,56
Walgreens 06514,Douglas,14 E Allen St,1,2,3,53
Walgreens 06552,Adams,7211 Federal Blvd,0,3,3,53
Walgreens 06987,Douglas,355 S Wilcox St,0,1,1,55
Walgreens 07138,Douglas,13143 S Parker Rd,0,0,0,56
Walgreens 07837,Douglas,7370 Lagae Rd,2,2,4,52
Walgreens 07955,Adams,13611 N Colorado Blvd,1,2,3,53
Walgreens 12422,Adams,15310 E 104th Ave,1,1,2,54
Walmart,Arapahoe,14000 E Exposition Ave,3,1,4,52
Walmart 1231,Adams,9901 Grant St,2,3,5,51
Walmart 1659,Adams,60 W Bromley Ln,4,7,11,45
Walmart 1689,Arapahoe,5650 S Chambers Rd,0,0,0,56
Walmart 2752,Adams,5990 Dahlia St,5,3,8,48
Walmart 2892,Douglas,11101 S Parker Rd,3,3,6,50
Walmart 3313,Arapahoe,10900 E Briarwood Ave,1,3,4,52
Walmart 3566,Arapahoe,9400 E Hampden Ave,5,7,12,44
Walmart 3867,Adams,200 W 136th Ave,3,6,9,47
Walmart 5137,Arapahoe,6101 S Aurora Pkwy,0,0,0,56
Walmart Market 3126,Arapahoe,16746 E Smoky Hill Rd,4,5,9,47
Walmart Market 3128,Arapahoe,1442 S Parker Rd,1,1,2,54
Walmart Neighboorhood Market,Arapahoe,10400 E Colfax Ave,3,1,4,52
Walmart Neighborhood Market,Adams,7170 N Federal Blvd,1,2,3,53
Walmart Neighborhood Market,Adams,850 E 88th Ave,1,1,2,54
Walmart Neighborhood Market,Arapahoe,21475 E Quincy Ave,0,2,2,54
Walmart Store 2751,Arapahoe,601 Englewood Pkwy,1,1,2,54
Walmart Super Center 1252,Douglas,6675 Business Center Dr,4,4,8,48
Walmart Super Center 984,Douglas,133 Sam Walton Ln,1,2,3,53
Walnut Hills Elementary,Arapahoe,8195 E Costilla Blvd,1,1,2,54
Walters Pizza,Arapahoe,5194 S Lowell Blvd,2,8,10,46
Wander Culinari Lust,Arapahoe,2045 S Valentia St Unit 17,1,1,2,54
Wangs Gourmet,Arapahoe,12 E Arapahoe Rd,7,5,12,44
Wanna Poke and Ramen,Arapahoe,16748 E Smoky Hill Rd Unit 9A,7,6,13,43
Washoku Japanese Cuisine,Douglas,9226 Park Meadows Dr Ste 100,4,9,13,43
Watda Pho,Arapahoe,501 W Hampden Ave,3,0,3,53
Water World/ Aokees Desserts,Adams,1850 W 89th Ave,1,2,3,53
Waters Edge Winery,Arapahoe,2101 E Arapahoe Rd Unit 101,5,1,6,50
Waterton Tavern,Douglas,8361 N Rampart Range Rd Unit B107,7,9,16,40
Waterway Gas and Wash,Arapahoe,16330 E Arapahoe Rd,0,0,0,56
Waterway Gas and Wash,Douglas,8640 S Quebec St,0,2,2,54
Wave the Grain,Arapahoe,8172 S Holly St,4,3,7,49
Wayback Burgers,Arapahoe,5098 S Federal Blvd Unit B,3,2,5,51
Wedgewood Brittany Hill,Adams,9350 Grant St,6,5,11,45
Welby Community School,Adams,1200 E 78th Ave,0,0,0,56
Welsh Dragon Tea Shoppe,Arapahoe,8400 E Iliff Ave Unit 7,1,1,2,54
Wendys,Adams,15581 E 104th Ave,2,1,3,53
Wendys,Adams,4880 E Bromley Ln,2,6,8,48
Wendys,Adams,70 W Bromley Ln,2,8,10,46
Wendys,Arapahoe,1255 S Havana St,0,1,1,55
Wendys,Douglas,875 Kinner St,5,9,14,42
Wendys 047 0559,Adams,7397 Federal Blvd,2,2,4,52
Wendys 047 0568,Adams,8970 Washington St,3,0,3,53
Wendys 047 0697,Arapahoe,15400 E Colfax Ave,0,3,3,53
Wendys 047 0818,Adams,4851 E 60th Ave,4,0,4,52
Wendys 047 0855,Arapahoe,3110 S Parker Rd,2,0,2,54
Wendys 047 0879,Adams,5775 Logan St,0,3,3,53
Wendys 047 0976,Arapahoe,16901 E Iliff Ave,4,2,6,50
Wendys 047 10501,Douglas,9365 Hepburn St,4,3,7,49
Wendys 047 10902,Arapahoe,3435 Salida St,1,1,2,54
Wendys 047 11190,Arapahoe,15297 E Mississippi Ave,3,2,5,51
Wendys 047 1660,Arapahoe,8040 S Broadway,2,0,2,54
Wendys 047 2014,Arapahoe,4250 E Alameda Ave,4,2,6,50
Wendys 047 2091,Adams,1500 E 104th Ave,6,2,8,48
Wendys 047 2233,Adams,10335 Federal Blvd,1,3,4,52
Wendys 047 2620,Adams,6290 Sheridan Blvd,0,2,2,54
Wendys 047 2664,Douglas,9485 S University Blvd,4,6,10,46
Wendys 047 4854,Arapahoe,9200 E Arapahoe Rd,5,8,13,43
Wendys 047 7726,Adams,2681 E 120th Ave,4,4,8,48
Wendys 047 7742,Arapahoe,5155 S Broadway,1,3,4,52
Wendys 047 8256,Arapahoe,18700 E Hampden Ave,2,3,5,51
Wendys 047 8257,Douglas,16931 Lincoln Ave,1,4,5,51
Wendys 047 8268,Arapahoe,6240 S Gun Club Rd,5,2,7,49
Wendys 047 8969,Arapahoe,6721 S Potomac St,0,1,1,55
Wendys 047 8970,Douglas,566 E Castle Pines Pkwy,3,5,8,48
Wendys 047 9067,Adams,4101 E 136th Ave,3,2,5,51
Wendys 11595,Douglas,9185 Crown Crest Blvd,0,0,0,56
Wendys 11623,Adams,150 E 144th Ave,0,2,2,54
Wendys 4585,Adams,12040 Melody Dr,3,5,8,48
Wendys 8808,Adams,4860 W 120th Ave,5,2,7,49
Werthwhile Inn,Adams,7390 Highway 2,1,2,3,53
West Main Tap Room and Grill,Douglas,18595 Mainstreet Ste 100,6,5,11,45
West Middle School,Arapahoe,5151 S Holly St,1,0,1,55
West Ridge Elementary,Adams,13102 Monaco St,1,2,3,53
Western Golf Hospitality,Adams,10801 Legacy Ridge Pkwy,4,7,11,45
Westgate Community School,Adams,12500 Washington St,0,1,1,55
Westminster Elementary/ SAT,Adams,7482 Irving St,0,1,1,55
Westminster Elks BPOE Lodge 2227,Adams,3850 Elk Dr,4,3,7,49
Westminster Hampton,Adams,5030 W 88th Pl,5,1,6,50
Westminster High School/ Main Kitchen and Outtakes,Adams,6933 Raleigh St,1,7,8,48
Westminster Residence Inn,Adams,5010 W 88th Pl,3,2,5,51
Westminster Wishbone,Adams,9701 Federal Blvd,3,7,10,46
Westview Elementary,Adams,1300 Roseanna Dr,0,2,2,54
Westys Cafe,Adams,6871 Lowell Blvd,5,6,11,45
Wetzels Pretzels,Adams,13801 Grant St Ste 515,4,4,8,48
What the Pho,Douglas,10971 S Parker Rd,3,6,9,47
What-A-Sub,Arapahoe,5680 Greenwood Plaza Blvd Ste 105,3,1,4,52
Wheeling Elementary,Arapahoe,472 S Wheeling St,0,0,0,56
Wheelz Bar and Grill,Arapahoe,2490 W Hampden Ave,7,4,11,45
Which Which Superior Sandwiches,Adams,14647 Delaware St Unit 1400,0,3,3,53
Which Wich,Arapahoe,8331 Willow St Unit E,1,3,4,52
Which Wich Superior Sandwiches 507,Arapahoe,13700 E Colfax Ave Unit H,1,4,5,51
Whichwich,Douglas,1100 Sgt Jon Stiles Dr Unit 107,2,2,4,52
Whiskey Biscuit The,Arapahoe,3299 S Broadway Unit,4,1,5,51
Whispers,Arapahoe,1535 S Havana St,1,1,2,54
White Chocolate Grill,Douglas,8421 Park Meadows Center Dr,5,11,16,40
Whole Foods,Adams,4451 Main St,0,4,4,52
Whole Foods Market,Arapahoe,870 S Colorado Blvd,1,8,9,47
Whole Foods Market,Douglas,9366 S Colorado Blvd Unit B,3,4,7,49
Whole Foods Market SGN 10273,Arapahoe,6853 S York St Unit 119,3,2,5,51
Wholly Cannoli Cafe,Arapahoe,22691 E Aurora Pkwy Unit,3,5,8,48
Wichos Tacos,Adams,9698 E Montview Blvd,9,6,15,41
Wild Basil,Arapahoe,8247 S Holly St,8,8,16,40
Wild Blue Yonder Brewing CO,Douglas,519 Wilcox St,5,8,13,43
Wild Ginger,Arapahoe,399 W Littleton Blvd,7,4,11,45
Wild Goose Coffee,Arapahoe,6399 S Santa Fe Dr Unit 300,1,0,1,55
Wild Sage Deli,Arapahoe,720 S Colorado Blvd Unit 195A,0,1,1,55
Wild Sage Deli Quadrant,Arapahoe,5445 DTC Pkwy Lwr Level,2,0,2,54
Wildcat Elementary,Douglas,6585 Lions Head Pkwy,2,1,3,53
Wilder Elementary,Arapahoe,4300 W Ponds Cir,1,1,2,54
Willis A Tarver Elementary,Adams,3500 Summit Grove Pkwy,1,0,1,55
Willow Creek Elementary,Arapahoe,7855 S Willow Way,0,0,0,56
Winchells Donuts,Adams,7930 Sheridan Blvd,3,6,9,47
Winchells Donuts 533,Arapahoe,15195 E Hampden Ave,3,5,8,48
Windows,Douglas,3237 Summer Wind Ln,3,3,6,50
Wine Experience Cafe,Arapahoe,6240 S Main St,2,10,12,44
Wing Cave and Grill Inc (The),Adams,1450 W 104th Ave,1,5,6,50
Wing Hut The,Arapahoe,15473 E Hampden Ave Unit K,1,0,1,55
Wing Man,Adams,1555 E Bridge St Unit B,1,9,10,46
Wing Slingers,Adams,8458 Federal Blvd,1,5,6,50
Wing Slingers,Arapahoe,7325 E Iliff Ave,8,10,18,38
Wing Stop,Arapahoe,14221 E Cedar Ave Unit D,1,2,3,53
Wing Stop 741,Arapahoe,16883 E Iliff Ave,1,2,3,53
Wing Stop 745,Arapahoe,6140 S Gun Club Rd Unit K1,0,3,3,53
Wing Stop of Glendale,Arapahoe,1108 S Colorado Blvd,0,0,0,56
Wing Stop of South Thornton,Adams,9645 Washington St Ste 130,5,3,8,48
Wingate By Wyndham,Arapahoe,8000 E Peakview Ave,4,1,5,51
Wingin It,Arapahoe,8200 S Quebec St Unit A2A,1,7,8,48
